MovieID,MovieName,Vector
819,Eddie,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.42500000000000004, 0.332048807039583, 0.06701030927835053]"
820,Space Jam,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.44354838709677424, 0.3540489106550743, 0.15807560137457044]"
821,Mrs. Winterbourne,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5113636363636364, 0.3854075259241327, 0.03608247422680412]"
822,Faces,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5, 0.28867513459481287, 0.005154639175257732]"
823,Mulholland Falls,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.4695121951219512, 0.31618015210916506, 0.13917525773195877]"
824,"Great White Hype, The","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4387755102040817, 0.3646531760118238, 0.08247422680412371]"
825,"Arrival, The","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.0, 0.5090361445783133, 0.41849681327475885, 0.140893470790378]"
826,"Phantom, The","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.39375000000000004, 0.37642135695877244, 0.1357388316151203]"
827,Daylight,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.4429824561403509, 0.3660695183029809, 0.09621993127147767]"
828,Alaska,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.42307692307692313, 0.4421683169482188, 0.020618556701030927]"
829,Fled,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4117647058823529, 0.357626359753767, 0.05670103092783505]"
830,Power 98,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0.0, 0.0, 0.0, 0.0]"
831,Escape from L.A.,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.0, 0.3653846153846154, 0.3848076442547927, 0.15463917525773196]"
832,Bogus,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.38636363636363635, 0.38924947208076144, 0.03608247422680412]"
833,Bulletproof,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5510204081632653, 0.40168649568578535, 0.08247422680412371]"
834,Halloween: The Curse of Michael Myers,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 0.30000000000000004, 0.4448782605013046, 0.041237113402061855]"
835,"Gay Divorcee, The","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0.0, 0.7166666666666667, 0.32366943748507476, 0.024054982817869414]"
836,Ninotchka,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.6923076923076923, 0.35082320772281167, 0.0429553264604811]"
837,Meet John Doe,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.73, 0.3214550253664319, 0.041237113402061855]"
838,In the Line of Duty 2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4375, 0.6038073644245598, 0.005154639175257732]"
839,Loch Ness,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 0.375, 0.6123724356957945, 0.005154639175257732]"
840,Last Man Standing,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.41509433962264153, 0.4039670839742862, 0.08934707903780069]"
841,"Glimmer Man, The","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.4375, 0.37544300074513387, 0.08075601374570447]"
842,Pollyanna,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5370370370370371, 0.38858351868954893, 0.044673539518900345]"
843,"Shaggy Dog, The","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5, 0.3595974761140381, 0.04982817869415807]"
844,Freeway,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5892857142857143, 0.42642464644304573, 0.070446735395189]"
845,That Thing You Do!,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6164772727272727, 0.34619921447613966, 0.3006872852233677]"
846,To Gillian on Her 37th Birthday,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5170454545454546, 0.3527114842481137, 0.07388316151202749]"
847,Looking for Richard,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6818181818181818, 0.3077287274483318, 0.09278350515463918]"
848,"Murder, My Sweet","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.6388888888888888, 0.31180478223116176, 0.013745704467353952]"
849,Days of Thunder,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.4292452830188679, 0.36279734814360065, 0.08934707903780069]"
850,"Perfect Candidate, A","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.75, 0.5, 0.005154639175257732]"
851,Two or Three Things I Know About Her,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6875, 0.6692657668420421, 0.005154639175257732]"
852,"Bloody Child, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.0, 0.0, 0.0]"
853,Braindead,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.7142857142857143, 0.5693644036781929, 0.02233676975945017]"
854,Bad Taste,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.59375, 0.6038073644245598, 0.02577319587628866]"
855,Diva,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0.0, 0.6818181818181818, 0.36450944139642366, 0.11168384879725086]"
856,Night on Earth,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.7083333333333334, 0.3732100136460894, 0.06013745704467354]"
857,Paris Was a Woman,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5, 0.0, 0.0]"
858,Amityville: Dollhouse,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.003436426116838488]"
859,April Fool's Day,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.41666666666666663, 0.31810450514017585, 0.024054982817869414]"
860,"Believers, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 0.3125, 0.4183300132670377, 0.02577319587628866]"
861,Nosferatu a Venezia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.33333333333333337, 0.40824829046386296, 0.003436426116838488]"
862,Jingle All the Way,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2777777777777778, 0.46792547308947924, 0.029209621993127148]"
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.7291666666666666, 0.31132023682226706, 0.03951890034364261]"
864,My Fellow Americans,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5406976744186046, 0.3247644626869605, 0.14604810996563575]"
865,"Ice Storm, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6190476190476191, 0.4274787658329887, 0.034364261168384876]"
866,Michael,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5798319327731093, 0.40633952236379645, 0.2027491408934708]"
867,"Whole Wide World, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.75, 0.3162277660168379, 0.00859106529209622]"
868,Hearts and Minds,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.7, 0.38729833462074165, 0.006872852233676977]"
869,Fools Rush In,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5, 0.3759047057780561, 0.03951890034364261]"
870,Touch,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.4444444444444444, 0.23570226039551576, 0.013745704467353952]"
871,Vegas Vacation,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.35, 0.36760731104690386, 0.12714776632302405]"
872,Love Jones,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5238095238095238, 0.4540436465637431, 0.070446735395189]"
873,Picture Perfect,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.4907407407407407, 0.3726779962499648, 0.13745704467353953]"
874,Career Girls,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5641025641025641, 0.4113356671128049, 0.06529209621993128]"
875,She's So Lovely,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.4339622641509434, 0.4447932935873913, 0.08934707903780069]"
876,Money Talks,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.42553191489361697, 0.33714670411040193, 0.07903780068728523]"
877,Excess Baggage,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.3846153846153846, 0.398904986853954, 0.08762886597938145]"
878,That Darn Cat!,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.3787878787878788, 0.4930866756433088, 0.054982817869415807]"
879,"Peacemaker, The","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0.0, 0.5680147058823529, 0.35866757477349387, 0.23195876288659795]"
880,Soul Food,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5423728813559322, 0.43127988338681383, 0.09965635738831616]"
881,Money Talks,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4833333333333333, 0.45477267048293674, 0.07560137457044674]"
882,Washington Square,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5735294117647058, 0.42220033092074905, 0.05670103092783505]"
883,Telling Lies in America,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5576923076923077, 0.4820495771928389, 0.020618556701030927]"
884,Year of the Horse,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5714285714285714, 0.6681531047810609, 0.010309278350515462]"
885,Phantoms,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.3076923076923077, 0.4366979828269512, 0.020618556701030927]"
886,"Life Less Ordinary, A","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0.0, 0.5188679245283019, 0.4209025136295584, 0.08934707903780069]"
887,Eve's Bayou,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.65234375, 0.4207758683066394, 0.10824742268041238]"
888,One Night Stand,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6166666666666667, 0.4603311437484562, 0.024054982817869414]"
889,"Tango Lesson, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5961538461538461, 0.36907715821755854, 0.020618556701030927]"
890,Mortal Kombat: Annihilation,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2383720930232558, 0.4079090728810146, 0.07216494845360825]"
891,Bent,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.41666666666666663, 0.4830458915396479, 0.00859106529209622]"
892,Flubber,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4386792452830188, 0.3727861599429259, 0.08934707903780069]"
893,For Richer or Poorer,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.3571428571428571, 0.3314967720658979, 0.02233676975945017]"
894,Home Alone 3,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.22368421052631576, 0.48440594836048156, 0.030927835051546393]"
895,Scream 2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 0.5542452830188679, 0.3873128333885379, 0.18041237113402062]"
896,"Sweet Hereafter, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6931818181818182, 0.3565307348670834, 0.07388316151202749]"
897,Time Tracers,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.125, 0.25, 0.001718213058419244]"
898,"Postman, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5560344827586207, 0.4777648225333597, 0.0979381443298969]"
899,"Winter Guest, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6111111111111112, 0.5034602488997737, 0.013745704467353952]"
900,Kundun,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6726190476190477, 0.35345071790616805, 0.070446735395189]"
901,Mr. Magoo,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.22916666666666669, 0.5321127130542357, 0.018900343642611683]"
902,"Big Lebowski, The","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0.0, 0.7083333333333334, 0.3897831375379688, 0.070446735395189]"
903,Afterglow,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5277777777777778, 0.36155076303109357, 0.029209621993127148]"
904,Ma vie en rose (My Life in Pink),"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6125, 0.5190451760076786, 0.03264604810996564]"
905,Great Expectations,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5555555555555556, 0.33011264588676237, 0.044673539518900345]"
906,Oscar & Lucinda,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5476190476190477, 0.4557829475069193, 0.034364261168384876]"
907,Vermin,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.25, 0.5, 0.001718213058419244]"
908,Half Baked,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.375, 0.5318784981949403, 0.03264604810996564]"
909,Dangerous Beauty,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6923076923076923, 0.4366979828269512, 0.020618556701030927]"
910,Nil By Mouth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.25, 0.28867513459481287, 0.005154639175257732]"
911,Twilight,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.375, 0.20412414523193148, 0.005154639175257732]"
912,U.S. Marshalls,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.5, 0.25, 0.013745704467353952]"
913,Love and Death on Long Island,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.375, 0.7499999999999999, 0.001718213058419244]"
914,Wild Things,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0.0, 0.43181818181818177, 0.5022675853295006, 0.017182130584192438]"
915,Primary Colors,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.7307692307692307, 0.30487492181010556, 0.020618556701030927]"
916,Lost in Space,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.0, 0.5416666666666666, 0.45777595341980526, 0.029209621993127148]"
917,Mercury Rising,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.6071428571428571, 0.27817432013209337, 0.010309278350515462]"
918,City of Angels,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5, 0.3779644730092272, 0.012027491408934707]"
919,"City of Lost Children, The","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.6979166666666666, 0.42586341604181843, 0.16323024054982818]"
920,Two Bits,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.30000000000000004, 0.4609772228646443, 0.006872852233676977]"
921,Farewell My Concubine,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.7445652173913043, 0.361241150870337, 0.07731958762886598]"
922,Dead Man,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.7058823529411765, 0.40330629982620014, 0.05670103092783505]"
923,Raise the Red Lantern,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.7887931034482758, 0.3092274197030216, 0.0979381443298969]"
924,White Squall,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6, 0.401633569076993, 0.1443298969072165]"
925,Unforgettable,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.0, 0.5808823529411765, 0.32240324171350954, 0.05670103092783505]"
926,Down Periscope,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4257425742574258, 0.3759805661714629, 0.1718213058419244]"
927,"Flower of My Secret, The (Flor de mi secreto, La)","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5416666666666666, 0.4133198922545748, 0.00859106529209622]"
928,"Craft, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.5288461538461539, 0.3825936407609376, 0.17697594501718214]"
929,Harriet the Spy,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.42500000000000004, 0.37723691800736087, 0.06701030927835053]"
930,Chain Reaction,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.42500000000000004, 0.35755852844789304, 0.1357388316151203]"
931,"Island of Dr. Moreau, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.0, 0.2894736842105263, 0.31896507928692014, 0.09621993127147767]"
932,First Kid,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.48124999999999996, 0.40341093764966834, 0.06701030927835053]"
933,"Funeral, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.3571428571428571, 0.36351458999998487, 0.034364261168384876]"
934,"Preacher's Wife, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4816176470588235, 0.347250267133926, 0.11512027491408935]"
935,Paradise Road,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.5714285714285714, 0.33629635456727464, 0.010309278350515462]"
936,Brassed Off,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.734375, 0.3352598895609003, 0.05326460481099656]"
937,"Thousand Acres, A","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6013513513513513, 0.3769344499771539, 0.06185567010309278]"
938,"Smile Like Yours, A","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.47, 0.38622100754188227, 0.041237113402061855]"
939,Murder in the First,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.65, 0.26996547174074575, 0.1013745704467354]"
940,Airheads,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.3359375, 0.3312899397711141, 0.05326460481099656]"
941,With Honors,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5163043478260869, 0.4041601299336926, 0.07731958762886598]"
942,What's Love Got to Do with It,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6222222222222222, 0.3252815408351369, 0.07560137457044674]"
943,Killing Zoe,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.61875, 0.32013118304684773, 0.06701030927835053]"
944,Renaissance Man,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.5, 0.3857583749052298, 0.07216494845360825]"
945,Charade,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0.0, 0.73125, 0.3036899143905903, 0.06701030927835053]"
946,"Fox and the Hound, The","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5368852459016393, 0.38098592260612946, 0.10309278350515465]"
947,"Big Blue, The (Grand bleu, Le)","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5588235294117647, 0.4056131886705971, 0.027491408934707903]"
948,Booty Call,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.29166666666666663, 0.3882128538033691, 0.08075601374570447]"
949,How to Make an American Quilt,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5845070422535211, 0.3270193417817918, 0.12027491408934708]"
950,Georgia,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.475, 0.35171991207738595, 0.04982817869415807]"
951,"Indian in the Cupboard, The","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4551282051282052, 0.38790763679368434, 0.06529209621993128]"
952,Blue in the Face,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5444444444444444, 0.38648245350686594, 0.07560137457044674]"
953,Unstrung Heroes,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5795454545454546, 0.3516350183744305, 0.03608247422680412]"
954,Unzipped,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6363636363636364, 0.36618425565677865, 0.017182130584192438]"
955,Before Sunrise,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.6020408163265306, 0.40128937596864694, 0.08247422680412371]"
956,Nobody's Fool,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6521739130434783, 0.3025655197140063, 0.07731958762886598]"
